"athlete.sex","average_speed","max_speed","distance","average_heartrate","type"
"M",3.272,4,7263.3,149,"Run"
"M",8.607,14.8,100029,131.5,"Ride"
"M",3.386,4.7,16360.4,147.5,"Run"
"F",6.272,11.1,77983.7,147.1,"Ride"
"F",2.437,30.8,42398,172.6,"Run"
"M",4.65,13.3,20607.5,111.5,"Ride"
"M",7.84,10.8,21332.1,139.2,"Ride"
"M",7.041,11.8,48472.1,139,"Ride"
"F",6.771,8.2,3602,109.8,"Ride"
"F",7.101,11.9,64684.9,111.1,"Ride"
"M",6.882,17.6,50147.3,130.6,"Ride"
"M",6.747,13,25138.2,142.1,"Ride"
"M",7.152,13.9,49275,134.2,"Ride"
"F",6.546,9.3,36364.1,127.2,"Ride"
"M",1.5,2.2,2858.2,91,"Run"
"M",7.968,11.6,50000.7,125.6,"Ride"
"M",8.021,15,38100.5,154.8,"Ride"
"F",6.433,8.6,54916.3,145.3,"Ride"
"M",1.896,3.9,9692.8,141.7,"Run"
"M",3.022,4.5,10613,149.5,"Run"
"M",7.739,16.2,37207.6,126.1,"Ride"
"M",11.43,16.6,57242.9,161.5,"Ride"
"M",6.84,15.3,30131.2,143.7,"Ride"
"M",6.102,11,12881.3,135.3,"Ride"
"F",2.435,4.2,8458.3,148.5,"Run"
"M",5.892,14.4,48829,134.5,"Ride"
"F",1.922,2.2,1280,154.5,"Run"
"M",7.705,12.1,4746.2,124.2,"Ride"
"M",1.821,6.1,10630.4,121.7,"Run"
"M",6.797,14.9,32158.5,123.8,"Ride"
"M",6.964,15.8,26830.8,122.6,"Ride"
"M",5.609,10,8486.2,123.3,"Ride"
"M",1.387,4.8,11767.9,119.9,"Run"
"M",2.681,6.4,6837.1,151.1,"Run"
"M",4.704,13.8,51354.2,143.9,"Ride"
"F",5.337,10.1,22881,146.4,"Ride"
"M",9.614,12.9,76365,143.7,"Ride"
"M",7.869,14,120692,124.5,"Ride"
"M",8.368,8.7,30143.3,122.6,"Ride"
"M",2.533,5.9,6523.1,145.4,"Run"
"M",6.314,13.8,54122.9,120.9,"Ride"
"M",5.945,14.6,33359,136,"Ride"
"F",3.387,8.9,14904.3,147.9,"Ride"
